0.30000000000000004,10.0,[ 1  1  1 ... -1  1 -1],"[ 3.01493634 -0.01951199 -0.0863356  ...  2.53341851 -2.53318824
  2.54129428]"
I_a,snr_dB,X,E
0.4,10.0,[ 1 -1  1 ... -1  1  1],"[ 23.82184719 -23.8402493   25.16634272 ...  -8.02241925   8.12878421
   9.46392829]"
I_a,snr_dB,X,E
0.5,10.0,[ 1 -1  1 ...  1  1  1],"[ 21.51337007 -21.43906816  21.45806256 ...  19.06375548  19.06376796
  24.57660276]"
I_a,snr_dB,X,E
0.6000000000000001,10.0,[-1 -1  1 ... -1 -1 -1],"[-21.76586994 -22.02058572  24.65369176 ... -12.650108   -13.56982477
 -14.02604573]"
I_a,snr_dB,X,E
0.7000000000000001,10.0,[ 1 -1  1 ... -1  1  1],"[ 26.02216543 -24.13915892  24.35072275 ... -30.41783246  30.81334099
  27.95892447]"
I_a,snr_dB,X,E
0.8,10.0,[-1 -1 -1 ...  1  1  1],"[-8.9070936  -8.88120649 -8.98352555 ... 14.13769739 14.15425121
 14.380631  ]"
I_a,snr_dB,X,E
0.9,10.0,[-1  1  1 ...  1  1 -1],"[-17.21487454  13.9562802   13.79898699 ...  14.77823653  15.2291539
 -14.79653055]"
I_a,snr_dB,X,E
0.0,6.0,[ 1 -1  1 ... -1  1 -1],"[ 1.66776897 -1.65748872  2.18980434 ... -0.70311696 -1.14257456
 -0.53033618]"
I_a,snr_dB,X,E
0.1,6.0,[-1 -1  1 ...  1  1  1],"[-1.06973263 -3.19194904  3.7426416  ...  5.05421639  5.19678055
  3.85191651]"
I_a,snr_dB,X,E
0.2,6.0,[-1 -1 -1 ... -1  1 -1],"[-0.27546528 -0.60849916 -0.2921393  ...  0.37822445  1.58009475
  0.11381743]"
I_a,snr_dB,X,E
0.30000000000000004,6.0,[ 1  1 -1 ... -1 -1 -1],"[ 2.81704251  2.70668162 -2.79965225 ... -0.58463173 -0.90098879
 -0.27932714]"
I_a,snr_dB,X,E
0.4,6.0,[-1 -1 -1 ... -1  1  1],"[-0.89151151 -0.78886329 -1.0947332  ... -0.94324621  1.30559329
  1.20285414]"
I_a,snr_dB,X,E
0.5,6.0,[-1  1  1 ...  1  1  1],"[ 0.23052655  0.0443218   0.04539765 ...  0.50100668 -1.16852431
 -1.34349961]"
I_a,snr_dB,X,E
0.6000000000000001,6.0,[ 1  1 -1 ... -1  1 -1],"[ 0.34757317  0.17354067 -0.79574197 ... -2.20516664 -0.63707953
  0.56955601]"
I_a,snr_dB,X,E
0.7000000000000001,6.0,[-1 -1  1 ... -1 -1  1],"[-0.56328438 -0.49132619 -0.44832282 ... -1.29243983 -2.33723404
  2.60248775]"
I_a,snr_dB,X,E
0.8,6.0,[-1  1 -1 ...  1  1 -1],"[ 0.23495431 -0.46880556 -0.3482724  ...  0.13341121 -0.22392799
 -0.91660594]"
I_a,snr_dB,X,E
0.9,6.0,[ 1 -1 -1 ...  1  1  1],"[ 0.54706529 -0.66060446 -0.92442862 ... -0.50019822 -0.22112609
 -0.74152295]"
I_a,snr_dB,X,E
0.0,7.0,[-1  1 -1 ...  1  1  1],"[-0.73616451  0.61664653 -2.05166878 ...  2.1266893   2.09387977
  2.29395893]"
I_a,snr_dB,X,E
0.1,7.0,[ 1 -1  1 ... -1  1  1],"[ 1.53952268 -0.75277439  1.79849849 ... -1.30818602  2.51209241
  1.57280024]"
I_a,snr_dB,X,E
0.2,7.0,[ 1  1 -1 ...  1  1 -1],"[ 0.21742944 -0.08732513 -0.14801403 ...  0.80145129 -0.29550183
 -0.19835017]"
I_a,snr_dB,X,E
0.30000000000000004,7.0,[ 1  1 -1 ...  1  1  1],"[ 0.46139228 -0.60663806 -1.26987872 ...  4.13499533  4.27301452
  4.65347356]"
I_a,snr_dB,X,E
0.4,7.0,[-1  1  1 ...  1  1 -1],"[-5.92252209e+00  6.03501981e+00  5.53495297e+00 ... -5.65970467e-01
  5.54483340e-03 -1.74211745e+00]"
I_a,snr_dB,X,E
0.5,7.0,[-1 -1 -1 ... -1  1  1],"[-1.02542335 -2.0103228  -1.21083593 ... -0.19235992  1.00274007
 -0.46186946]"
I_a,snr_dB,X,E
0.6000000000000001,7.0,[ 1 -1 -1 ... -1  1  1],"[ 0.56845273 -0.64500369 -0.14202426 ... -1.37487541  1.45585789
  2.58254454]"
I_a,snr_dB,X,E
0.7000000000000001,7.0,[ 1 -1  1 ... -1 -1  1],"[ 7.06224925 -6.7222465   7.7681703  ...  1.58555829  0.83635554
 -1.57837547]"
I_a,snr_dB,X,E
0.8,7.0,[-1 -1  1 ... -1 -1 -1],"[ -3.74981854  -3.89008885   3.91108491 ...  -8.50078133 -10.05675392
  -8.47152784]"
I_a,snr_dB,X,E
0.9,7.0,[-1  1 -1 ...  1  1  1],"[-0.84294321  0.36789161 -1.63050939 ...  2.58418346  1.00429404
  0.46901111]"
I_a,snr_dB,X,E
0.0,8.0,[ 1  1 -1 ... -1 -1 -1],"[ 2.80868287  0.30078521  1.87741043 ... -2.85677996 -2.20717798
 -2.06839634]"
I_a,snr_dB,X,E
0.1,8.0,[-1  1 -1 ...  1  1 -1],"[-4.1777806   3.77465171 -3.56433294 ...  7.06321952  5.91909266
 -5.88437736]"
I_a,snr_dB,X,E
0.2,8.0,[ 1  1  1 ...  1 -1  1],"[ 5.06374914  7.83039965  5.16608767 ...  2.93607504 -1.99697267
  2.09918517]"
I_a,snr_dB,X,E
0.30000000000000004,8.0,[ 1  1 -1 ...  1 -1  1],"[-0.01616985  1.58218552 -0.7746992  ... -1.30686197  0.04525618
 -0.28686918]"
I_a,snr_dB,X,E
0.4,8.0,[ 1  1 -1 ...  1 -1 -1],"[ 4.8267448   4.78788805 -5.45669583 ... -3.9422448   3.81123941
  4.0706333 ]"
I_a,snr_dB,X,E
0.5,8.0,[-1  1 -1 ...  1  1 -1],"[-1.87916251  2.6622003  -1.57326916 ...  0.53016051  0.89701623
 -0.69455606]"
I_a,snr_dB,X,E
0.6000000000000001,8.0,[ 1  1  1 ... -1 -1  1],"[ 0.70434153  0.35495346  0.45847679 ... -5.16906657 -2.7445853
  2.55728081]"
I_a,snr_dB,X,E
0.7000000000000001,8.0,[-1 -1  1 ...  1  1  1],"[-1.67458632 -0.9519823   1.46479623 ... -3.34472775 -2.89833046
 -3.08941957]"
I_a,snr_dB,X,E
0.8,8.0,[ 1 -1  1 ... -1  1  1],"[ 6.41041039 -6.3121821   6.94736481 ...  0.5576581  -0.56721959
 -0.54373022]"
I_a,snr_dB,X,E
0.9,8.0,[-1 -1 -1 ... -1  1  1],"[-3.53187367 -4.08077323 -3.59831944 ... -0.98708946 -0.22087781
  0.50432452]"
I_a,snr_dB,X,E
0.0,9.0,[ 1 -1  1 ...  1 -1  1],"[  9.95663715 -10.34110682  11.67623323 ...  18.62398981 -18.97647266
  18.2037858 ]"
I_a,snr_dB,X,E
0.1,9.0,[-1  1 -1 ...  1 -1 -1],"[-12.2267502   10.27491125 -12.08997387 ...   9.2160397   -9.52861314
 -11.64154804]"
I_a,snr_dB,X,E
0.2,9.0,[ 1 -1 -1 ... -1 -1  1],"[ 21.74891878 -19.09587437 -20.52097295 ... -11.08082247 -13.58701981
  11.04359609]"
I_a,snr_dB,X,E
0.30000000000000004,9.0,[-1  1 -1 ... -1  1  1],"[-15.57324992  15.84187003 -15.86957945 ...  -8.89117987   8.81409865
   9.93420741]"
I_a,snr_dB,X,E
0.4,9.0,[ 1 -1 -1 ...  1 -1 -1],"[ 12.28524035 -12.66088569 -10.56556506 ...  15.89357821 -15.21019013
 -16.46288387]"
I_a,snr_dB,X,E
0.5,9.0,[-1  1  1 ...  1 -1 -1],"[-10.73781358   2.54829073   2.54789821 ...  13.77843347 -11.96854461
 -14.44535838]"
I_a,snr_dB,X,E
0.6000000000000001,9.0,[ 1 -1 -1 ...  1  1 -1],"[ 10.53793284 -10.65740353 -11.23410852 ...  -0.87100498   3.33118499
  -2.80081935]"
I_a,snr_dB,X,E
0.7000000000000001,9.0,[-1  1  1 ... -1 -1  1],"[ -9.85105893   9.80580689   8.94634838 ... -13.61564561 -13.64065611
  13.62399475]"
I_a,snr_dB,X,E
0.8,9.0,[-1 -1 -1 ...  1  1 -1],"[-10.01471271 -12.43776009 -11.80391569 ...  11.33575484  11.35859272
 -11.02481924]"
I_a,snr_dB,X,E
0.9,9.0,[-1  1  1 ... -1 -1 -1],"[-11.06361845  10.87643393  14.26709227 ...  -6.60371228  -9.20238424
  -9.75398447]"
I_a,snr_dB,X,E
0.0,10.0,[ 1 -1  1 ...  1 -1 -1],"[ 11.55389045 -11.14127851  10.68118987 ...  12.42088798 -12.20690107
 -12.00431076]"
I_a,snr_dB,X,E
0.1,10.0,[ 1 -1  1 ...  1 -1 -1],"[ 13.74674248 -13.72851269   8.68219893 ...  13.04275336  -8.38589719
  -9.80143079]"
I_a,snr_dB,X,E
0.2,10.0,[-1  1  1 ...  1 -1  1],"[-16.80655622  18.76510319  18.6727663  ...  16.26541376 -16.21469121
  16.08824159]"
I_a,snr_dB,X,E
0.30000000000000004,10.0,[-1 -1  1 ... -1  1 -1],"[ -8.78658272  -8.9437574   10.13892063 ... -16.15641598  15.70549696
 -15.18533478]"
I_a,snr_dB,X,E
0.4,10.0,[ 1 -1 -1 ... -1 -1  1],"[ 15.08314061 -16.01536141 -15.40236712 ... -18.66505495 -20.66512715
  19.1776202 ]"
I_a,snr_dB,X,E
0.5,10.0,[ 1 -1 -1 ...  1  1  1],"[ 15.49047948 -17.07781878 -17.77540265 ...  18.8938382   14.78978219
  14.76066068]"
I_a,snr_dB,X,E
0.6000000000000001,10.0,[-1  1  1 ... -1  1 -1],"[-23.22021775  23.46050624  20.7962674  ... -21.66106042  19.43994403
 -20.7879888 ]"
I_a,snr_dB,X,E
0.7000000000000001,10.0,[ 1 -1 -1 ... -1  1 -1],"[  9.94940273 -12.52088972  -9.97032401 ... -14.94033153  15.01586569
 -18.79906559]"
I_a,snr_dB,X,E
0.8,10.0,[-1 -1 -1 ... -1 -1 -1],"[-21.42538189 -21.48823015 -22.39646918 ... -23.40057821 -21.07305727
 -21.08841691]"
I_a,snr_dB,X,E
0.9,10.0,[ 1 -1 -1 ...  1 -1 -1],"[ 22.70928212 -23.87266403 -22.74338737 ...  19.92185732 -23.30252701
 -23.10760634]"
I_a,snr_dB,X,E
0.0,6.0,[ 1 -1 -1 ...  1 -1  1],"[-0.80726281 -0.77836609  1.22313114 ...  1.18103609 -0.90245815
  0.38963552]"
I_a,snr_dB,X,E
0.1,6.0,[ 1 -1  1 ... -1  1  1],"[ 0.56847057 -0.92618658  1.56686097 ... -1.00416307  1.78051844
  1.36447496]"
I_a,snr_dB,X,E
0.2,6.0,[ 1 -1 -1 ... -1  1 -1],"[-1.01181941 -1.0300818   0.73026011 ... -1.32160096  1.65617761
 -1.23493582]"
I_a,snr_dB,X,E
0.30000000000000004,6.0,[-1  1 -1 ...  1 -1  1],"[-1.25774027  1.41601287  0.81601995 ... -0.05701829 -0.01117984
  0.96559895]"
I_a,snr_dB,X,E
0.4,6.0,[ 1  1 -1 ... -1  1 -1],"[ 0.42437134  0.38158989  1.0314339  ...  0.25845182  0.2204564
 -1.13154008]"
I_a,snr_dB,X,E
0.5,6.0,[ 1 -1  1 ...  1  1 -1],"[ 0.72426175 -0.75229401  0.98350268 ... -0.11453342 -1.1449892
 -0.30695015]"
I_a,snr_dB,X,E
0.6000000000000001,6.0,[-1 -1  1 ... -1  1 -1],"[-3.15928615 -1.68476277  3.72755832 ... -2.28525179  2.08531061
 -2.48776556]"
I_a,snr_dB,X,E
0.7000000000000001,6.0,[ 1 -1  1 ...  1  1 -1],"[ 0.13437071 -1.38421996 -0.87279141 ...  1.61674822  1.4265523
 -1.06243882]"
I_a,snr_dB,X,E
0.8,6.0,[-1  1  1 ... -1  1 -1],"[-0.46806801 -0.72823571  0.11177082 ...  0.64566925  1.30262284
 -1.6226718 ]"
I_a,snr_dB,X,E
0.9,6.0,[-1 -1 -1 ... -1 -1  1],"[-1.5359734   0.82374052  0.54267413 ... -0.19676474 -0.53034891
  0.55177804]"
I_a,snr_dB,X,E
0.0,7.0,[-1  1  1 ...  1 -1 -1],"[ 0.6677945  -0.57861294 -0.45897073 ... -0.47696911 -0.63574691
 -0.93438451]"
I_a,snr_dB,X,E
0.1,7.0,[ 1  1  1 ...  1 -1  1],"[ 0.71485118  0.74714787  0.41001561 ...  5.61079198 -6.51154162
  5.598287  ]"
I_a,snr_dB,X,E
0.2,7.0,[-1  1 -1 ... -1  1 -1],"[-3.13606046 -2.95189222 -3.31495128 ... -0.55203325  0.40701862
  0.59795689]"
I_a,snr_dB,X,E
0.30000000000000004,7.0,[-1 -1  1 ... -1 -1  1],"[-0.79839343 -0.33787712  0.24665788 ... -0.93051106 -2.62478739
  0.7085004 ]"
I_a,snr_dB,X,E
0.4,7.0,[ 1 -1 -1 ...  1 -1  1],"[ 3.50225518 -3.8967791  -3.32453677 ...  0.72864231 -1.57664589
  0.33346334]"
I_a,snr_dB,X,E
0.5,7.0,[-1  1  1 ... -1  1  1],"[-2.19032107 -1.11666741  1.91482157 ... -2.07321707  2.18759719
  2.79105024]"
I_a,snr_dB,X,E
0.6000000000000001,7.0,[-1 -1 -1 ... -1  1  1],"[-1.89596855 -1.56263185 -1.3255136  ...  0.42176913  0.34550623
 -0.55157305]"
I_a,snr_dB,X,E
0.7000000000000001,7.0,[-1 -1 -1 ...  1 -1  1],"[-1.9135526  -2.60555085 -2.69735476 ...  2.9908299  -3.40768389
  2.48452919]"
I_a,snr_dB,X,E
0.8,7.0,[ 1  1  1 ...  1 -1  1],[1.64101221 0.77591584 0.58021555 ... 0.42078733 0.62382583 0.60387894]
I_a,snr_dB,X,E
0.9,7.0,[-1 -1 -1 ... -1 -1 -1],"[-0.73642657 -0.33719372 -0.87384159 ... -1.1590945  -1.56371473
  0.27810684]"
I_a,snr_dB,X,E
0.0,8.0,[-1 -1  1 ... -1 -1  1],"[-1.55154376 -1.09396558  2.53411873 ... -4.604587   -4.56258798
  4.55837183]"
I_a,snr_dB,X,E
0.1,8.0,[-1  1  1 ... -1  1 -1],"[ 1.30556789  0.16115866 -0.69841552 ... -4.12456124  4.05004315
 -4.54072669]"
I_a,snr_dB,X,E
0.2,8.0,[ 1 -1  1 ... -1  1 -1],"[ 7.38334996 -9.2003109   7.55302791 ... -1.06439125  0.70674391
  0.32672114]"
I_a,snr_dB,X,E
0.30000000000000004,8.0,[-1  1 -1 ...  1  1  1],"[-0.55943466  1.17838646 -0.8742049  ...  7.17759798  6.79857663
  7.08905516]"
I_a,snr_dB,X,E
0.4,8.0,[-1  1 -1 ...  1  1 -1],"[-4.47035445  2.7116056  -2.6595461  ...  0.49443318  0.41007435
  0.10360754]"
I_a,snr_dB,X,E
0.5,8.0,[ 1 -1  1 ... -1 -1 -1],"[ 1.56149318 -1.32890063 -0.9592989  ...  0.00843157 -0.24334612
  0.95168191]"
I_a,snr_dB,X,E
0.6000000000000001,8.0,[ 1  1 -1 ...  1  1  1],"[ 1.36080982  0.9669778  -1.07457541 ...  2.44204399  2.04106063
  2.9296127 ]"
I_a,snr_dB,X,E
0.7000000000000001,8.0,[-1  1 -1 ...  1 -1 -1],"[-0.21386711  0.75071224 -0.72049759 ...  7.17805935 -6.60451277
 -7.3109142 ]"
I_a,snr_dB,X,E
0.8,8.0,[-1  1 -1 ...  1 -1  1],"[-4.29801652  5.46430477 -5.63982546 ...  7.14110758 -7.39594052
  5.30544957]"
I_a,snr_dB,X,E
0.9,8.0,[ 1 -1  1 ... -1  1  1],"[ 1.58886761 -3.67217308  1.64455979 ...  1.21908376  1.33435929
 -0.92078141]"
I_a,snr_dB,X,E
0.0,9.0,[ 1  1 -1 ... -1  1  1],"[ 10.81102187  10.81959926 -11.32365383 ... -12.77950116  14.37485712
  12.8305921 ]"
I_a,snr_dB,X,E
0.1,9.0,[-1 -1 -1 ... -1  1 -1],"[ -6.00673588  -5.6297515   -7.31145665 ... -16.26621501  16.56113849
 -15.59511739]"
I_a,snr_dB,X,E
0.2,9.0,[-1  1  1 ... -1 -1  1],"[-12.14394594  12.23768156  12.25979526 ... -14.45647302 -16.52326099
  14.36209839]"
I_a,snr_dB,X,E
0.30000000000000004,9.0,[ 1  1  1 ... -1  1  1],"[  7.38040027   7.44322859   7.45532006 ... -14.10425021  11.96864912
  14.27169851]"
I_a,snr_dB,X,E
0.4,9.0,[-1  1 -1 ... -1 -1  1],"[-19.57138866  20.24131286 -20.59844877 ... -11.20302821 -10.41156136
  12.0427615 ]"
I_a,snr_dB,X,E
0.5,9.0,[ 1 -1  1 ...  1 -1  1],"[  1.30474872  -7.40658366   1.3041086  ...  13.50789119 -11.6462359
  11.15420151]"
I_a,snr_dB,X,E
0.6000000000000001,9.0,[-1  1  1 ...  1 -1 -1],"[-14.59777183  14.09847328  12.68602046 ...  21.61217804 -21.69421943
 -20.75462396]"
I_a,snr_dB,X,E
0.7000000000000001,9.0,[ 1  1 -1 ...  1 -1  1],"[  3.53043807   3.78403079  -0.9414423  ...  12.30087921 -12.70027729
  12.42884165]"
I_a,snr_dB,X,E
0.8,9.0,[-1  1 -1 ... -1 -1  1],"[ -6.66991655   6.67888115 -11.07357683 ...  -4.61248105  -3.54573005
   3.54476169]"
I_a,snr_dB,X,E
0.9,9.0,[ 1  1 -1 ... -1  1 -1],"[ 24.52114334  23.96148925 -25.39481765 ...  -8.26285603   6.8712344
  -6.78978638]"
I_a,snr_dB,X,E
0.0,10.0,[-1 -1 -1 ... -1 -1 -1],"[-15.51846617 -12.64573215 -12.62730152 ... -21.13844936 -22.44631999
 -21.68077431]"
I_a,snr_dB,X,E
0.1,10.0,[-1  1  1 ... -1 -1  1],"[ -3.62646755   3.49689175   3.54209653 ... -12.39969352 -13.97621874
  11.44532434]"
I_a,snr_dB,X,E
0.2,10.0,[ 1 -1  1 ...  1 -1 -1],"[ 16.68014959 -12.4515687   12.45721072 ...  18.42686719 -18.47184523
 -18.47480583]"
I_a,snr_dB,X,E
0.30000000000000004,10.0,[ 1 -1 -1 ...  1  1  1],"[ 17.74732486 -17.57586225 -17.63054838 ...  14.22811609  15.52307827
  14.22670304]"
I_a,snr_dB,X,E
0.4,10.0,[ 1  1  1 ...  1 -1  1],"[18.02795323 18.87905519 18.70407183 ...  6.31342147 -6.43996149
  6.69012389]"
I_a,snr_dB,X,E
0.5,10.0,[-1  1 -1 ... -1  1  1],"[-15.36635504  15.36747566 -20.72399899 ... -26.13604932  25.43332681
  26.59733242]"
I_a,snr_dB,X,E
0.6000000000000001,10.0,[-1  1  1 ... -1  1  1],"[-22.81885166  22.94315713  22.80067382 ... -11.2959711   11.30891479
  11.30620757]"
I_a,snr_dB,X,E
0.7000000000000001,10.0,[ 1 -1 -1 ... -1 -1 -1],"[  7.45878151  -7.33661873  -7.7869712  ... -11.66842924  -9.48077047
  -9.91542262]"
I_a,snr_dB,X,E
0.8,10.0,[-1 -1 -1 ... -1 -1 -1],"[-19.67506228 -17.3565838  -18.1629727  ... -22.29051517 -21.88603934
 -21.93043333]"
I_a,snr_dB,X,E
0.9,10.0,[ 1 -1  1 ...  1  1  1],"[ 12.63015038 -12.66142333  12.70405684 ...  12.61255854   9.49198681
   9.49227026]"
I_a,snr_dB,X,E
0.0,6.0,[-1  1 -1 ... -1  1  1],"[-2.40484066  3.13634909 -2.62651069 ... -2.11561335  3.31299303
  2.79011912]"
I_a,snr_dB,X,E
0.1,6.0,[-1  1  1 ...  1 -1 -1],"[ 0.14180628  0.43883353 -0.28941821 ... -1.74905351 -1.37881704
 -0.85557578]"
I_a,snr_dB,X,E
0.2,6.0,[-1 -1  1 ... -1 -1 -1],"[ 1.30652715 -0.99926564 -0.78353325 ... -2.04208559 -0.57223697
 -0.71806666]"
I_a,snr_dB,X,E
