EbN0_dB,BER_ldpc,BER_amp_2,BER_ldpc_2,BER_plain,BER_bpsk
4.54487563006125,0.2581850405092592,0.2658232060185185,0.2582718460648149,0.00845052083333333,0.10524088541666667
5.176646317390528,0.2399464699074075,0.24700231481481486,0.23989366319444444,0.004458912037037038,0.09713541666666667
5.8322629649173,0.21160228587962973,0.2173719618055555,0.2111393229166666,0.002199797453703704,0.08812717013888889
6.513596536868516,0.09581741898148147,0.09557870370370371,0.08958188657407408,0.0010995370370370367,0.07986979166666666
7.222747215285779,0.010305266203703705,0.01183376736111112,0.008802083333333335,0.0005063657407407409,0.07071108217592592
7.962083443046305,1.4467592592592592e-06,0.0013288483796296295,1.4467592592592592e-06,0.00017722800925925924,0.061011284722222225
8.73428965086177,0.0,0.0005606192129629629,0.0,8.391203703703703e-05,0.05086154513888889
9.542425094393248,0.0,0.00020109953703703699,0.0,2.170138888888889e-06,0.03936125578703704
10.389997057190772,0.0,5.425347222222222e-05,0.0,1.0127314814814815e-05,0.02375
11.281052845636859,0.0,1.808449074074074e-05,0.0,2.8935185185185184e-06,0.0004246238425925926
12.220296679617777,0.0,2.8935185185185184e-06,0.0,0.0,0.0
13.213240028619062,0.0,2.8935185185185184e-06,0.0,0.0,0.0
14.266397577513025,0.0,0.0,0.0,0.0,0.0
15.387546521522768,0.0,0.0,0.0,0.0,0.0
16.5860754566205,0.0,0.0,0.0,0.0,0.0
