EbN0_dB,BER_amp,BER_ldpc,BER_plain
13.871499448986253,[3.98125e-03 7.50000e-04 6.25000e-06 0.00000e+00],[3.125e-06 0.000e+00 0.000e+00 0.000e+00],0.0
12.830962154389534,[0.01523438 0.00177187 0.00148125 0.00151563],[0.00095312 0.00132813 0.00140625 0.00150313],2.1875e-05
11.8492445112885,[0.06941562 0.02306875 0.02204375 0.02195   ],[0.01780937 0.02033437 0.020725   0.02141875],0.00011875000000000003
10.920050882549507,[0.12304375 0.0780375  0.07727812 0.07677813],[0.05584062 0.07256563 0.07444687 0.075875  ],0.000278125
10.038045252826539,[0.1633125  0.15861563 0.15851562 0.15854688],[0.1162125  0.15090625 0.15261875 0.15387187],0.0005156250000000002
9.198665593541433,[0.18600312 0.20945    0.209575   0.209575  ],[0.16060312 0.2025     0.20421875 0.20503438],0.0011031249999999997
8.397981052665944,[0.205975   0.23421875 0.23391875 0.23361875],[0.19266875 0.23078438 0.2308625  0.2309125 ],0.0018187499999999998
7.632580635055506,[0.22071604 0.24189695 0.24193569 0.24152893],[0.20977531 0.23901085 0.23926588 0.23865573],0.0038029442148760336
6.899485391474242,[0.23549419 0.24847747 0.24920058 0.24877907],[0.22693314 0.24687863 0.24736919 0.24711846],0.0066024709302325586
6.196078399429728,[0.24532405 0.25305573 0.25271321 0.25282482],[0.23639932 0.2517049  0.25148168 0.25147014],0.009548183497536947
