EbN0_dB,BER_ldpc,BER_amp_2,BER_ldpc_2,BER_plain,BER_bpsk
7.39822570143588,0.0,0.03146701388888889,0.0,0.013888888888888888,0.11241319444444445
8.029996388765158,0.0,0.034505208333333336,0.0,0.004123263888888889,0.0998263888888889
8.68561303629193,0.0,0.009331597222222222,0.0,0.004340277777777778,0.0881076388888889
9.366946608243143,0.0,0.010199652777777778,0.0,0.0010850694444444445,0.08355034722222222
10.076097286660408,0.0,0.0078125,0.0,0.0008680555555555555,0.06488715277777778
10.815433514420933,0.0,0.008029513888888888,0.0,0.0,0.0661892361111111
11.587639722236403,0.0,0.005642361111111111,0.0,0.0,0.049262152777777776
12.395775165767876,0.0,0.002170138888888889,0.0,0.0008680555555555555,0.039713541666666664
13.243347128565402,0.0,0.0032552083333333335,0.0,0.0,0.020399305555555556
14.13440291701149,0.0,0.0008680555555555555,0.0,0.0,0.0
15.07364675099241,0.0,0.0028211805555555555,0.0,0.0015190972222222222,0.0
16.066590099993693,0.0,0.0,0.0,0.0,0.0
17.119747648887657,0.0,0.0,0.0,0.0,0.0
18.240896592897396,0.0,0.0,0.0,0.0,0.0
19.439425527995127,0.0,0.0,0.0,0.0,0.0
EbN0_dB,BER_amp_1,BER_ldpc,BER_amp_2,BER_ldpc_2,BER_plain,BER_bpsk
7.39822570143588,0.061848958333333336,0.053385416666666664,0.06141493055555555,0.055338541666666664,0.007161458333333333,0.1193576388888889
8.029996388765158,0.016276041666666668,0.0,0.016276041666666668,0.0,0.015407986111111112,0.08854166666666667
8.68561303629193,0.017144097222222224,0.0,0.017144097222222224,0.0,0.00390625,0.09114583333333333
9.366946608243143,0.005208333333333333,0.0,0.005208333333333333,0.0,0.003689236111111111,0.0818142361111111
10.076097286660408,0.005642361111111111,0.0,0.005642361111111111,0.0,0.0,0.07660590277777778
10.815433514420933,0.005859375,0.0,0.005859375,0.0,0.00021701388888888888,0.054253472222222224
11.587639722236403,0.0006510416666666666,0.0,0.0006510416666666666,0.0,0.001736111111111111,0.05078125
12.395775165767876,0.00021701388888888888,0.0,0.00021701388888888888,0.0,0.0,0.04079861111111111
13.243347128565402,0.0010850694444444445,0.0,0.0010850694444444445,0.0,0.0,0.03233506944444445
14.13440291701149,0.0010850694444444445,0.0,0.0010850694444444445,0.0,0.0,0.0
15.07364675099241,0.0010850694444444445,0.0,0.0010850694444444445,0.0,0.0,0.0
16.066590099993693,0.0,0.0,0.0,0.0,0.0006510416666666666,0.0
17.119747648887657,0.0,0.0,0.0,0.0,0.0,0.0
18.240896592897396,0.0,0.0,0.0,0.0,0.0,0.0
19.439425527995127,0.0,0.0,0.0,0.0,0.0,0.0
