EbN0_dB,BER_ldpc,BER_amp_2,BER_ldpc_2,BER_plain,BER_bpsk
4.54487563006125,0.2589771412037038,0.2662948495370371,0.25912471064814807,0.03256510416666668,0.10454427083333333
5.176646317390528,0.24144386574074062,0.24817853009259266,0.24051359953703705,0.007526041666666667,0.09690104166666667
5.8322629649173,0.21998408564814814,0.22395688657407395,0.2175303819444445,0.0023668981481481475,0.08822627314814815
6.513596536868516,0.1893287037037037,0.17949942129629626,0.17369646990740745,0.0012528935185185186,0.07933883101851852
7.222747215285779,0.13600983796296295,0.07297598379629633,0.06625578703703702,0.00042968749999999995,0.07113715277777778
7.962083443046305,0.06107349537037038,0.010892650462962967,0.007913773148148149,0.0002039930555555555,0.06047309027777778
8.73428965086177,0.0032609953703703703,0.0005902777777777777,7.233796296296296e-06,7.523148148148147e-05,0.050515046296296294
9.542425094393248,0.0,0.00021267361111111104,1.4467592592592592e-06,3.182870370370371e-05,0.039184027777777776
10.389997057190772,0.0,5.4976851851851844e-05,0.0,1.880787037037037e-05,0.02418113425925926
11.281052845636859,0.0,1.4467592592592591e-05,0.0,0.0,0.0010575810185185185
12.220296679617777,0.0,0.0,0.0,0.0,0.0
13.213240028619062,0.0,0.0,0.0,0.0,0.0
14.266397577513025,0.0,0.0,0.0,0.0,0.0
15.387546521522768,0.0,0.0,0.0,0.0,0.0
16.5860754566205,0.0,0.0,0.0,0.0,0.0
