R,BER_amp,BER_ldpc,BER_ldpc_amp,BER_sparc
0.55,0.001579861111111111,0.0007758246527777777,0.0007139756944444445,0.0008138020833333332
0.65,0.007445746527777776,0.0036404079861111116,0.0031586371527777767,0.0036501736111111114
0.75,0.05666341145833333,0.049130859375,0.053432074652777765,0.013756510416666668
0.85,0.2531423611111111,0.24969184027777783,0.279462890625,0.15508355034722224
0.95,0.31355251736111106,0.3088780381944445,0.337216796875,0.2690082465277778
